,video_id,title,channel_id,channel_title,description
315,421w1j87fEM,Burna Boy - Last Last [Official Music Video],UCEzDdNqNkT-7rSfSGSr1hWg,Burna Boy,"Burna Boy - Last Last [Official Music Video] Stream/Download: https://Burna.lnk.to/LastLast Stream/Download 'Love, Damini' ..."
316,NZp_axebSfQ,Dawin - Dessert (Official Music Video) ft. Silentó,UCklS5HHfV3qVfLgAAKJIepg,DawinVEVO,Dessert ft. Silentó (Official Music Video) Song available on the Dessert EP: http://republicrec.co/DawinDessertEP Share/Stream ...
317,BX0lKSa_PTk,Oliver Tree &amp; Robin Schulz - Miss You [Official Music Video],UCHcb3FQivl6xCRcHC2zjdkQ,Oliver Tree,Oliver Tree & Robin Schulz - Miss You [Music Video] New Album 'Alone In A Crowd' out now: ...
318,lZizLbWxr_E,"Spice, Sean Paul, Shaggy - Go Down Deh | Official Music Video",UCV-W40yuzTglTIBg3bEasVA,SpiceOfficialVEVO,Stream The Album Now: https://SpiceQueenOfDancehall.lnk.to/10Album Going Viral ...
319,mNEUkkoUoIA,OneRepublic - I Ain’t Worried (From “Top Gun: Maverick”) [Official Music Video],UCQ5kHOKpF3-1_UCKaqXARRg,OneRepublicVEVO,Stream OneRepublic's “I Ain't Worried” from 'Top Gun: Maverick': http://OneRepublic.lnk.to/iaintworried Listen to “Top Gun: ...
320,P3cffdsEXXw,Harry Styles - Golden (Official Video),UCbOCbp5gXL8jigIBZLqMPrw,HarryStylesVEVO,Listen to Harry Styles' new album 'Fine Line' now: https://HStyles.lnk.to/FineLineAY Follow Harry Styles: Facebook: ...
321,uWRlisQu4fo,Giveon - Heartbreak Anniversary (Official Music Video),UCa3ZoB87QoSaLM0qODmrMfA,GiveonVEVO,"""When It's All Said And Done...Take Time"" available at: https://Giveon.lnk.to/WhenItsAllSaidAndDone_TakeTime ""Heartbreak ..."
322,rJWdfDPZ9Ck,Libianca - People (Official Video),UCIpvO_j_43O5vkqiWqdYxMA,LibiancaVEVO,"Listen to ""People"" on streaming platforms : https://libianca.lnk.to/PeopleDC Connect with me: Instagram: ..."
323,90RLzVUuXe4,David Guetta &amp; Bebe Rexha - I&#39;m Good (Blue) [Official Music Video],UC1l7wYrva1qCH-wgqcHaaRg,David Guetta,"Listen to ""I'm Good (Blue)"" by David Guetta and Bebe Rexha: https://davidguetta.lnk.to/ImGood Subscribe to be notified for new ..."
324,NaFd8ucHLuo,GAYLE - abcdefu (Official Music Video),UCHD0Fx1MLWyQhAlQZw-tv9w,GAYLE,GAYLE - abcdefu (Official Music Video) 'a study of the human experience volume one' out now! https://GAYLE.lnk.to/asothe-v1ID ...
325,O2CIAKVTOrc,Lady Gaga - Hold My Hand (From “Top Gun: Maverick”) [Official Music Video],UC07Kxew-cMIaykMOkzqHtBQ,LadyGagaVEVO,"Listen to “Hold My Hand”, available now: http://LadyGaga.lnk.to/HoldMyHand Listen to “Top Gun: Maverick (Music From the ..."
326,Uq9gPaIzbe8,"Sam Smith, Kim Petras - Unholy (Official Music Video)",UC3Pa0DVzVkqEN_CwsNMapqg,SamSmithVEVO,"'Gloria', the album - out now: http://samsmith.world/GloriaID The official 'Unholy' music video. Sam Smith - 'Unholy' featuring Kim ..."
327,WChdrGtdLUI,JayDaYoungan - 23 Island [Official Music Video],UCihfR9bbPcwuMS5Y7Uxc5dw,JayDaYoungan •,JayDaYoungan - 23 Island 'Baby23' OUT NOW. Stream/Download: https://jaydayoungan.lnk.to/Baby23ID Music video directed by ...
328,OOgvDiXl6hA,Olivia Rodrigo - All I Want (Official Video),UCgwv23FVv3lqh567yagXfNg,DisneyMusicVEVO,All I Want (Official Video) Performed by Olivia Rodrigo Director: Stephen Wayne Mallett Producer: Hans Boysen Head of ...
329,ZEWGyyLiqY4,Blake Shelton - God&#39;s Country (Official Music Video),UC9nxc-xiH1AnL9RGstfgurg,Blake Shelton,"Blake Shelton - God's Country (Official Music Video) Listen to ""God's Country"" here: http://wmna.sh/godscountry Hear Blake ..."
330,RKGbjJarMeA,Selena - Bidi Bidi Bom Bom (Official Music Video),UCIZY5N1_e4yCLN7dd_vFJTw,SelenaVEVO,"REMASTERED IN HD! Selena ""Bidi Bidi Bom Bom"" Official Music Video. See the lyric video for ""Bidi Bidi Bom Bom"" Duet with ..."
331,8YhAFBOSk1U,Tekno - Pana (Official Music Video),UCSeXJTBFHMq_QkNjJVCB7Ig,TeknoMilesVEVO,Music video by Tekno performing Pana (Official Music Video). MMMG http://vevo.ly/YphsDE #Tekno #Pana #Vevo #HipHop ...
332,09LTT0xwdfw,Disturbed - Down With The Sickness (Official Music Video) [HD UPGRADE],UCveWMJeHgcIUPMnFzd7Vxjg,Disturbed,New album Divisive out now: https://Disturbed.lnk.to/Divisive Subscribe to the channel: ...
333,pyf8cbqyfPs,LE SSERAFIM (르세라핌) &#39;ANTIFRAGILE&#39; OFFICIAL M/V,UC3IZKseVpdzPSBaWxBxundA,HYBE LABELS,"Creative Director : NU KIM Visual Creative : Yujoo Kim, Gabriel Cho, Yoon Cho, Sungwoong Moon A&R : Kyuyoung Kim, Sewon ..."
334,mzX0rhF8buo,Avenged Sevenfold - Dear God [Official Music Video],UCFcqi7MrlzIp9RMTtUlxE8g,Avenged Sevenfold,"Pre-order our new album, Life Is But A Dream… Out June 2, 2023: https://a7x.lnk.to/libad New single ""Nobody"" is streaming ..."
335,UCCyoocDxBA,My Chemical Romance - Helena [Official Music Video],UCCZGYab5SpD0I7Z5JqJZgww,My Chemical Romance,Watch the official music video for Helena by My Chemical Romance from the album Three Cheers for Sweet Revenge.
336,tS8nzAQg_8k,Balti - Ya Hasra (Official Music Video),UCV9x1Bo83ByXbqJga1ZxaJg,Thisiz Balti,Balti - Ya Hasra (Official Music Video) Subscribe to Balti's YouTube channel here: ...
337,UhurAzTl5gs,Anitta - Medicina [Official Music Video],UCqjjyPUghDSSKFBABM_CXMw,Anitta,Watch the official music video for Medicina by Anitta. SUBSCRIBE HERE ▷ https://youtube.com/c/anitta?sub_confirmation=1 ...
338,jKIEUdAMtrQ,Faouzia &amp; John Legend - Minefields (Official Music Video),UCLwbyg15zJgjtNL0EErkOPA,Faouzia,Join Us in Honoring Ryan: https://faouzia.lnk.to/HonoringRyan Minefields available now: https://faouzia.lnk.to/MinefieldsID my new ...
339,zwa7NzNBQig,"GloRilla, Cardi B - Tomorrow 2 (Official Music Video)",UCmlkznD61Olu82oYGFr8gxg,GloRillaVEVO,"Stream GloRilla's debut EP 'Anyways, Life's Great...' out everywhere now: https://glorilla.lnk.to/ALG Follow #GloRilla: Instagram: ..."
340,SQCSxqScSVQ,Coolio - Gangsta&#39;s Paradise (Official Music Video) [HD] ft. L.V.,UCHW0_ZbktdXcAIBm812yFOg,CoolioVEVO,Remastered HD Official Music Video for Coolio's Gangsta's Paradise. Stream/Download: ...
341,GuGYYdwcPYw,EMIWAY - COMPANY (OFFICIAL MUSIC VIDEO),UCHmk8iNJHvf5mGN6_pkPc7g,Emiway Bantai,From Album - KOTS (King of the Streets) Audio credits Song :- Company Artist / Lyrics :- Emiway bantai Music :- Sinato beats Mix ...
342,GG7fLOmlhYg,"Bruno Mars, Anderson .Paak, Silk Sonic - Smokin Out The Window [Official Music Video]",UCoUM-UJ7rirJYP8CQ0EIaHA,Bruno Mars,"Bruno Mars, Anderson .Paak, Silk Sonic - Smokin Out The Window [Official Music Video] The official music video for Silk Sonic's ..."
343,RIZdjT1472Y,The Killers - Human (Official Music Video),UCjB3CzA-MwHrDzuXGweNiMg,TheKillersVEVO,New Album 'Imploding The Mirage' Out Now: https://thekillers.lnk.to/ImplodingTheMirageID Follow The Killers: Instagram: ...
344,b1kbLwvqugk,Taylor Swift - Anti-Hero (Official Music Video),UCANLZYMidaCbLQFWXBC95Jg,TaylorSwiftVEVO,Official music video for “Anti-Hero” by Taylor Swift from the album 'Midnights'. Buy/Download/Stream 'Midnights': ...
345,BSzSn-PRdtI,Maroon 5 - Beautiful Mistakes ft. Megan Thee Stallion (Official Music Video),UCN1hnUccO4FD5WfM7ithXaw,Maroon5VEVO,"Beautiful Mistakes” featuring Megan Thee Stallion is out now: https://maroon5.lnk.to/BeautifulMistakes For more, visit: Instagram: ..."
346,hmUyEDG7Jy0,Marshmello x Jonas Brothers - Leave Before You Love Me (Official Music Video),UCPW4ObAtDezrOGo2gjYOctg,MarshmelloVEVO,Marshmello x Jonas Brothers - Leave Before You Love Me (Official Music Video) Stream/Download ...
347,-8VfKZCOo_I,Camila Cabello - Bam Bam (Official Music Video) ft. Ed Sheeran,UCk0wwaFCIkxwSfi6gpRqQUw,CamilaCabelloVEVO,Camila Cabello feat. Ed Sheeran - Bam Bam (Official Music Video) Pre-Save Familia: https://camilacabello.lnk.to/Familia_Presave ...
348,cRi-x2r88no,Jamie Miller - Here&#39;s Your Perfect (Official Music Video),UCilqV3GecszUjixKZWsuZ-w,Jamie Miller,Pre-save my upcoming EP 'The Things I Left Unsaid' https://jamiemiller.lnk.to/TheThingsILeftUnsaidID Download/stream 'Here's ...
349,NlwIDxCjL-8,Sting - Shape of My Heart (Official Music Video),UC9B6c09n61wgu5w6bh1v68Q,StingVEVO,"REMASTERED IN HD! Official Video For Sting's ""Shape Of My Heart"". #Sting #ShapeOfMyHeart #Remastered."
350,-8VfKZCOo_I,Camila Cabello - Bam Bam (Official Music Video) ft. Ed Sheeran,UCk0wwaFCIkxwSfi6gpRqQUw,CamilaCabelloVEVO,Camila Cabello feat. Ed Sheeran - Bam Bam (Official Music Video) Pre-Save Familia: https://camilacabello.lnk.to/Familia_Presave ...
351,cRi-x2r88no,Jamie Miller - Here&#39;s Your Perfect (Official Music Video),UCilqV3GecszUjixKZWsuZ-w,Jamie Miller,Pre-save my upcoming EP 'The Things I Left Unsaid' https://jamiemiller.lnk.to/TheThingsILeftUnsaidID Download/stream 'Here's ...
352,NlwIDxCjL-8,Sting - Shape of My Heart (Official Music Video),UC9B6c09n61wgu5w6bh1v68Q,StingVEVO,"REMASTERED IN HD! Official Video For Sting's ""Shape Of My Heart"". #Sting #ShapeOfMyHeart #Remastered."
353,MoN9ql6Yymw,David Kushner - Daylight (Official Music Video),UCa4a-hXHI8bitNXnvyZNzEQ,DavidKushnerVEVO,"Daylight” out now on all platforms: https://davidkushner.lnk.to/daylight Lyrics: [Verse 1] Telling myself I won't go there Oh, but I ..."
354,KewfYKJy8YU,Shakira - Loca (Official Music Video) ft. Dizzee Rascal,UCGnjeahCJW1AF34HBmQTJ-Q,shakiraVEVO,Shakira's official music video for 'Loca' featuring Dizzee Rascal. Click to listen to Shakira on Spotify: http://smarturl.it/ShakirSpot?
355,C_XkTKoDI18,Yemi Alade - Johnny (Official Music Video),UC1NlvNg7p6m1kFuudR2UZ0w,YemiAladeVEVO,"Music video by Yemi Alade performing Johnny. Effyzzie Entertainment Checkout the album ""Black Magic (Deluxe Version)"" here: ..."
356,-GQg25oP0S4,SEVENTEEN (세븐틴) &#39;손오공&#39; Official MV,UC3IZKseVpdzPSBaWxBxundA,HYBE LABELS,SEVENTEEN (세븐틴) '손오공' Official MV #SEVENTEEN #세븐틴 #FML #손오공 #Super Credits: Production｜OUI PRODUCTION ...
357,6p-lDYPR2P8,Madonna - Material Girl (Official Video) [HD],UC81VD6eeuLLSfyY_D-N8sVw,Madonna,"You're watching the HD Remastered music video for Madonna's ""Material Girl"", directed by Mary Lambert. Original song taken ..."
358,K-a8s8OLBSE,Taylor Swift - cardigan,UCANLZYMidaCbLQFWXBC95Jg,TaylorSwiftVEVO,Music video by Taylor Swift performing cardigan. © 2020 Taylor Swift http://vevo.ly/l3vy80.
359,WFsAon_TWPQ,Charlie Puth - Light Switch [Official Music Video],UCwppdrjsBPAZg5_cUwQjfMQ,Charlie Puth,Light Switch out now! Download/stream: https://charlieputh.lnk.to/LightSwitchID Text: (323) 524-9978 Subscribe for more official ...
360,Y4nEEZwckuU,YOASOBI「群青」Official Music Video,UCvpredjG93ifbCP1Y77JyFA,Ayase / YOASOBI,ダウンロード＆ストリーミング配信中：https://orcd.co/gunjo == ブルボン「アルフォートミニチョコレート」CMソング 人気 ...
361,1_4ELAxKrDc,Tiësto &amp; Ava Max - The Motto (Official Music Video),UCPk3RMMXAfLhMJPFpQhye9g,Tiësto,Tiësto & Ava Max - The Motto Stream/DL: https://tiesto.lnk.to/themottoID DRIVE out now: https://tiesto.lnk.to/DRIVEID Director: ...
362,Wh66ThpxvI4,MAHALINI - SISA RASA (OFFICIAL MUSIC VIDEO),UCYJo04cZFlwL3XNnJ8aYtTw,HITS Records,"Siapa yang sudah nungguin single terbaru Mahalini?. Sukses dengan singlenya “Melawan Restu” & “Aku Yang Salah”, ..."
363,PEM0Vs8jf1w,JVKE - golden hour (official music video),UCSOfUqPoqpp5aWDDnAyv94g,JVKE,"It was just 2 lovers, Sittin in the car Listening to Blonde Fallin for eachother pink & orange skies, Feelin super childish No donald ..."
364,w8mBplMtwJ8,Ava Max - My Head &amp; My Heart [Official Music Video],UCOwgc8DswjoBMuuUU2ScPvQ,Ava Max,"""My Head & My Heart"" Available Now Download/Stream: https://AvaMax.lnk.to/MyHeadMyHeartID Director: Cham La'Donna and ..."
365,gPCCYMeXin0,Meghan Trainor - Made You Look (Official Music Video),UCf3cbfAXgPFL6OywH7JwOzA,MeghanTrainorVEVO,"Meghan Trainor - Made You Look (Official Music Video) ""Takin' It Back"" available at: https://MeghanTrainor.lnk.to/TakinItBack ..."
366,x5c2iRHlAHA,Saweetie - My Type [Official Music Video],UC2FCUwThC0RAzaQoI0TtpLA,Official Saweetie,Watch the official music video for My Type by Saweetie from the album ICY. Subscribe to the channel: ...
367,M7xQEdKHtv0,DJ Snake - Disco Maghreb (Official Music Video),UCGkSXL5saM8y3VvJD_PdMFQ,DJSnakeVEVO,"A song and video that connects DJ Snake back to his roots, “Disco Maghreb” is inspired by the iconic Algerian record label of the ..."
368,wZTIdnooV-s,Sub Urban - UH OH! (feat. BENEE) [Official Music Video],UCqAil6_A1dWHdFXzOwVLqlg,Sub Urban,Buy tickets for my first headlining tour: https://www.thatsuburban.com/ Listen to the new album 'HIVE' out now: ...
369,8bbTtPL1jRs,My Chemical Romance - Famous Last Words [Official Music Video] [HD],UCCZGYab5SpD0I7Z5JqJZgww,My Chemical Romance,Watch the official music video for Famous Last Words by My Chemical Romance remastered in HD to celebrate the 15th ...
370,Z4N8lzKNfy4,Lil Durk - All My Life ft. J. Cole (Official Video),UCaxOQZrF5llUMp-JjesUz1A,Lil Durk,"Stream “All My Life” ft J. Cole, Out Now: https://lilDurk.lnk.to/AlmostHealed Tour On Sale Friday: http://almost-healed.com/ Follow ..."
371,4D89Qr5vH6U,Toosii - Favorite Song (Official Video),UCgBYYDPuLTMRrnPtBiqWJSQ,Toosii2xVEVO,"Watch the official video for Toosii's ""Favorite Song."" Stream // Download Toosii's new single ""Favorite Song"" here: ..."
372,_83KqwEEGw4,Surfaces - Sunday Best (Official Music Video),UCEMveeZekALeb-70kLuIU7w,SurfacesMusicVEVO,"""Sunday Best"" official music video from the 'Where The Light Is' album Pre-Save/Pre-add Hidden Youth here: ..."
373,SdMW1Ya0nHM,Young Dolph - Major (Official Music Video) ft. Key Glock,UCgcRU8TrT4cQpA6m5c6w_CQ,YoungDolphVEVO,"Download the single, ""MAJOR"". Out Now! Stream: https://Empire.lnk.to/MajorYo Music video by Young Dolph feat. Key Glock ..."
374,Y2NkuFIlLEo,Imagine Dragons - Wrecked (Official Music Video),UCpx_k19S2vUutWUUM9qmXEg,ImagineDragonsVEVO,"Listen to Wrecked, out now: https://ImagineDragons.lnk.to/Wrecked 'Mercury – Acts 1 & 2' is out now: ..."
375,RsEZmictANA,Taylor Swift - willow (Official Music Video),UCANLZYMidaCbLQFWXBC95Jg,TaylorSwiftVEVO,Official music video by Taylor Swift performing “willow” – off her evermore album. Listen to the album here: ...
376,4j7Fa2PCMow,"Kizz Daniel, EMPIRE - Cough (Official Video)",UCl_UN14ygi5c1dMjGbJl6XA,KizzDanielVEVO,"Listen to the single “Cough"". Out Now! Stream: https://music.empi.re/cough #KizzDaniel #Cough #EMPIRE Official Video by Kizz ..."
377,8nW-IPrzM1g,Disturbed - The Vengeful One (Official Music Video) [4K UPGRADE],UCveWMJeHgcIUPMnFzd7Vxjg,Disturbed,New album Divisive out now: https://Disturbed.lnk.to/Divisive Subscribe to the channel: ...
378,EDZ25anwgjc,Burna Boy - For My Hand feat. Ed Sheeran [Official Music Video],UCEzDdNqNkT-7rSfSGSr1hWg,Burna Boy,Burna Boy - For My Hand feat. Ed Sheeran Stream/Download: https://Burna.lnk.to/LoveDamini Subscribe for more official content ...
379,OiC1rgCPmUQ,Dua Lipa - Dance The Night (From Barbie The Album) [Official Music Video],UC-J-KZfRV8c13fOCkhXdLiQ,Dua Lipa,Dua Lipa - Dance The Night (From Barbie The Album) [Official Music Video] Download/Stream: ...
380,Ty-CHgmCeKw,Lil Durk - Backdoor (Official Music Video),UCaxOQZrF5llUMp-JjesUz1A,Lil Durk,"Stream ""The Voice"" http://smarturl.it/TheVoiceDurk Shot by @JerryPHD Follow Lil Durk: https://instagram.com/lildurk ..."
381,o0IMclZOXwc,Smolasty - Duże Oczy [Official Music Video],UC8_4ZdprsI28CvLr_nbBDHw,Smolasty,SINGIEL W SERWISACH STREAMINGOWYCH: https://wmg.lnk.to/SmolastyDuzeOczy SMOLASTY NA INSTAGRAMIE: ...
382,MxjrsDV8Aeo,CKay - Love Nwantiti (ft. ElGrandeToto) [North African Remix] [Official Music Video],UC7l7-ClAn4QZlA_Qq5sTIdw,CKay,The Official Music Video for CKay's - Love Nwantiti (ft. ElGrandeToto) [North African Remix] Subscribe: ...
383,i8dh9gDzmz8,Green Day - When I Come Around [Official Music Video] (4K Upgrade),UCqC_GY2ZiENFz2pwL0cSfAw,Green Day,Watch the official music video for When I Come Around by Green Day from the album Dookie. Subscribe to the channel: ...
384,CUj2AWEJnwQ,Nicki Minaj &amp; Ice Spice – Barbie World (with Aqua) [Official Music Video],UC3jOd7GUMhpgJRBhiLzuLsg,Nicki Minaj,Download/Stream: https://barbiethealbum.lnk.to/BarbieWorldID Barbie The Movie only in theaters and Barbie The Album available ...
385,Dll6VJ2C7wo,"RAYE, 070 Shake - Escapism. (Official Music Video)",UC1aQVIVnCGa4hDJtvNxf11g,RayeVEVO,"Debut album 'My 21st Century Blues' feat. 'Escapism', 'Hard Out Here' & 'The Thrill Is Gone' available now. Listen/Buy: ..."
386,MS82JAkBkDY,Morgan Wallen - More Than My Hometown (Official Music Video),UCiQtJ9wVv8R-x7GKHzgZu8A,MorganWallenVEVO,"Watch the official music video for ""More Than My Hometown"" by Morgan Wallen now! Listen to ""More Than My Hometown"" here: ..."
387,gR5I408_tCc,Armada - Awas Jatuh Cinta (Official Music Video),UCbXx2xMwbzgMBOB24N4N1wg,Armada,"Armada - Awas Jatuh Cinta © 2020 VMC Music Indonesia. Stream ""Awas jatuh Cinta"" di streaming service favoritmu: ..."
388,nOI67IDlNMQ,지민 (Jimin) &#39;Like Crazy&#39; Official MV,UC3IZKseVpdzPSBaWxBxundA,HYBE LABELS,지민 (Jimin) 'Like Crazy' Official MV 'FACE' Release 3/24 1PM KST | 0AM ET Listen to 'FACE': https://ingrv.es/face Credits: ...
389,BEJmP8T07JU,Mariah Carey - O Holy Night (Official HD Video),UClS0wn3LPs9jdX_yt2g1k8w,MariahCareyVEVO,"Watch the official music video for ""O Holy Night"" by Mariah Carey Listen to Mariah Carey: https://MariahCarey.lnk.to/listen_YD ..."
390,Te3_VlimRw0,Imagine Dragons - Sharks (Official Music Video),UCpx_k19S2vUutWUUM9qmXEg,ImagineDragonsVEVO,Imagine Dragons - Sharks (Official Music Video) Listen to “Sharks” : https://ImagineDragons.lnk.to/Sharks “Mercury Acts 1 & 2” is ...
391,4FP8yh_ZVO0,Nastya and Young Dylan - My birthday Has Come (official music video),UCJplp5SjeGSdVdwsfb9Q7lQ,Like Nastya,"officialyoungdylan953 #youngdylan #likenastya A #song for children about school bullying, about how difficult it is to find real ..."
392,wBmWvvTV0P4,Ava Max - Torn [Official Music Video],UCOwgc8DswjoBMuuUU2ScPvQ,Ava Max,"Torn out now: https://AvaMax.lnk.to/TornID Listen to my debut album ""Heaven & Hell"" now: https://AvaMax.lnk.to/HeavenandHellID ..."
